50.0512,0.00E+00
50.0522,3.00E+00
50.0533,5.00E+00
50.0543,2.00E+00
50.0553,2.00E+00
50.0564,1.00E+00
50.0574,0.00E+00
50.0584,0.00E+00
50.0595,2.00E+00
50.0605,6.00E+00
50.0616,9.00E+00
50.0626,6.00E+00
50.0636,0.00E+00
50.0647,0.00E+00
50.0657,2.00E+00
50.0667,5.00E+00
50.0678,2.00E+00
50.0688,2.00E+00
50.0699,0.00E+00
50.0709,0.00E+00
50.0719,1.30E+01
50.073,0.00E+00
50.0771,0.00E+00
50.0781,3.00E+00
50.0792,1.00E+00
50.0802,0.00E+00
50.0813,1.00E+00
50.0823,3.00E+00
50.0833,0.00E+00
50.0844,1.00E+00
50.0854,7.00E+00
50.0864,2.00E+00
50.0875,0.00E+00
50.0885,0.00E+00
50.0896,2.00E+00
50.0906,4.00E+00
50.0916,1.00E+00
50.0927,3.00E+00
50.0937,0.00E+00
50.0948,4.00E+00
50.0958,0.00E+00
50.0979,0.00E+00
50.0989,4.00E+00
50.0999,0.00E+00
50.101,5.00E+00
50.102,5.00E+00
50.1031,0.00E+00
50.1041,6.00E+00
50.1051,0.00E+00
50.1062,1.00E+00
50.1072,1.20E+01
50.1082,0.00E+00
50.1103,0.00E+00
50.1114,7.00E+00
50.1124,0.00E+00
50.1134,0.00E+00
50.1145,1.00E+00
50.1155,2.00E+00
50.1165,0.00E+00
50.1186,0.00E+00
50.1197,1.00E+00
50.1207,2.00E+00
50.1217,1.00E+00
50.1228,3.00E+00
50.1238,0.00E+00
50.1269,0.00E+00
50.128,1.00E+00
50.129,2.00E+00
50.13,0.00E+00
50.1311,1.50E+01
50.1321,7.00E+00
50.1332,0.00E+00
50.1352,0.00E+00
50.1363,1.10E+01
50.1373,0.00E+00
50.1456,0.00E+00
50.1466,1.00E+00
50.1477,3.00E+00
50.1487,0.00E+00
50.1498,4.00E+00
50.1508,2.00E+00
50.1518,6.00E+00
50.1529,2.00E+00
50.1539,3.00E+00
50.155,3.00E+00
50.156,3.00E+00
50.157,1.00E+00
50.1581,0.00E+00
50.1591,0.00E+00
50.1601,3.00E+00
50.1612,1.00E+00
50.1622,1.00E+00
50.1633,2.00E+00
50.1643,0.00E+00
50.1653,1.00E+00
50.1664,1.00E+01
50.1674,2.00E+00
50.1685,2.00E+00
50.1695,0.00E+00
50.1705,3.00E+00
50.1716,1.00E+00
50.1726,0.00E+00
50.1747,0.00E+00
50.1757,3.00E+00
50.1768,3.00E+00
50.1778,0.00E+00
50.183,0.00E+00
50.184,1.00E+00
50.1851,6.00E+00
50.1861,0.00E+00
50.1882,0.00E+00
50.1892,6.00E+00
50.1903,0.00E+00
50.1913,0.00E+00
50.1923,1.10E+01
50.1934,9.00E+00
50.1944,1.00E+00
50.1955,1.00E+00
50.1965,0.00E+00
50.1986,0.00E+00
50.1996,1.00E+01
50.2006,2.30E+01
50.2017,1.10E+01
50.2027,0.00E+00
50.21,0.00E+00
50.211,4.00E+00
50.2121,2.00E+00
50.2131,0.00E+00
50.2142,0.00E+00
50.2152,3.00E+00
50.2162,0.00E+00
50.2173,0.00E+00
50.2183,2.00E+00
50.2193,4.00E+00
50.2204,5.00E+00
50.2214,0.00E+00
50.2225,4.00E+00
50.2235,4.00E+00
50.2245,0.00E+00
50.2256,5.00E+00
50.2266,9.00E+00
50.2277,3.00E+00
50.2287,0.00E+00
50.2297,3.00E+00
50.2308,3.00E+00
50.2318,2.00E+00
50.2329,0.00E+00
50.236,0.00E+00
50.237,1.10E+01
50.238,5.00E+00
50.2391,0.00E+00
50.2412,0.00E+00
50.2422,5.00E+00
50.2432,1.10E+01
50.2443,0.00E+00
50.2526,0.00E+00
50.2536,1.00E+00
50.2547,1.00E+00
50.2557,1.00E+00
50.2568,5.00E+00
50.2578,3.00E+00
50.2588,1.00E+00
50.2599,1.40E+01
50.2609,0.00E+00
50.264,0.00E+00
50.2651,1.00E+00
50.2661,6.00E+00
50.2671,4.00E+00
50.2682,1.00E+00
50.2692,2.00E+00
50.2703,0.00E+00
50.2723,0.00E+00
50.2734,1.00E+00
50.2744,2.00E+00
50.2755,0.00E+00
50.2765,4.00E+00
50.2775,6.00E+00
50.2786,0.00E+00
50.2807,0.00E+00
50.2817,4.00E+00
50.2827,0.00E+00
50.2838,0.00E+00
50.2848,3.00E+00
50.2859,5.00E+00
50.2869,0.00E+00
50.2879,0.00E+00
50.289,4.00E+00
50.29,4.00E+00
50.2911,0.00E+00
50.2921,0.00E+00
50.2931,6.00E+00
50.2942,1.10E+01
50.2952,4.00E+00
50.2963,6.00E+00
50.2973,5.00E+00
50.2983,1.00E+00
50.2994,0.00E+00
50.3004,4.00E+00
50.3015,2.00E+00
50.3025,2.00E+00
50.3035,1.00E+00
50.3046,3.00E+00
50.3056,0.00E+00
50.3077,0.00E+00
50.3087,8.00E+00
50.3098,4.00E+00
50.3108,4.00E+00
50.3119,2.00E+00
50.3129,5.00E+00
50.3139,1.10E+01
50.315,5.00E+00
50.316,1.00E+00
50.3171,3.00E+00
50.3181,0.00E+00
50.3191,1.10E+01
50.3202,1.40E+01
50.3212,1.00E+00
50.3223,2.00E+00
50.3233,0.00E+00
50.3254,0.00E+00
50.3264,7.00E+00
50.3275,4.00E+00
50.3285,0.00E+00
50.3368,0.00E+00
50.3379,4.00E+00
50.3389,0.00E+00
50.3399,0.00E+00
50.341,2.00E+00
50.342,6.00E+00
50.3431,5.00E+00
50.3441,6.00E+00
50.3451,0.00E+00
50.3462,1.00E+00
50.3472,3.00E+00
50.3483,0.00E+00
50.3493,1.00E+00
50.3503,1.10E+01
50.3514,9.00E+00
50.3524,0.00E+00
50.3535,0.00E+00
50.3545,1.00E+00
50.3555,5.00E+00
50.3566,1.00E+00
50.3576,2.00E+00
50.3587,3.00E+00
50.3597,4.00E+00
50.3607,0.00E+00
50.3639,0.00E+00
50.3649,2.00E+00
50.3659,3.00E+00
50.367,0.00E+00
50.3722,0.00E+00
50.3732,4.00E+00
50.3743,6.00E+00
50.3753,3.00E+00
50.3764,0.00E+00
50.3805,0.00E+00
50.3816,3.00E+00
50.3826,1.00E+00
50.3836,0.00E+00
50.3847,1.00E+00
50.3857,2.00E+00
50.3868,3.00E+00
50.3878,2.00E+00
50.3888,3.00E+00
